,hpo_id,hpo_term,ddd_freq,metamap_freq,identifier
405,HP:0010821,gelastic seizures,,1.0,"ANKRD11,KBG SYNDROME"
406,HP:0012810,wide nasal base,,1.0,"ANKRD11,KBG SYNDROME"
407,HP:0100660,dyskinesia,,1.0,"ANKRD11,KBG SYNDROME"
408,HP:0000204,cleft upper lip,,1.0,"ANKRD11,KBG SYNDROME"
409,HP:0000283,broad face,,1.0,"ANKRD11,KBG SYNDROME"
410,HP:0010665,bilateral coxa valga,,1.0,"ANKRD11,KBG SYNDROME"
411,HP:0010445,primum atrial septal defect,,1.0,"ANKRD11,KBG SYNDROME"
412,HP:0008780,congenital bilateral hip dislocation,,1.0,"ANKRD11,KBG SYNDROME"
413,HP:0001627,abnormal heart morphology,,1.0,"ANKRD11,KBG SYNDROME"
414,HP:0000288,abnormality of the philtrum,,1.0,"ANKRD11,KBG SYNDROME"
415,HP:0000430,underdeveloped nasal alae,,1.0,"ANKRD11,KBG SYNDROME"
416,HP:0000479,abnormal retinal morphology,,1.0,"ANKRD11,KBG SYNDROME"
417,HP:0000826,precocious puberty,,1.0,"ANKRD11,KBG SYNDROME"
418,HP:0000929,abnormal skull morphology,,1.0,"ANKRD11,KBG SYNDROME"
419,HP:0000969,edema,,1.0,"ANKRD11,KBG SYNDROME"
420,HP:0001338,partial agenesis of the corpus callosum,,1.0,"ANKRD11,KBG SYNDROME"
421,HP:0001631,atrial septal defect,,1.0,"ANKRD11,KBG SYNDROME"
422,HP:0008760,violent behavior,,1.0,"ANKRD11,KBG SYNDROME"
423,HP:0002135,basal ganglia calcification,,1.0,"ANKRD11,KBG SYNDROME"
424,HP:0002190,choroid plexus cyst,,1.0,"ANKRD11,KBG SYNDROME"
425,HP:0002463,language impairment,,1.0,"ANKRD11,KBG SYNDROME"
426,HP:0003307,hyperlordosis,,1.0,"ANKRD11,KBG SYNDROME"
427,HP:0006480,premature loss of teeth,,1.0,"ANKRD11,KBG SYNDROME"
428,HP:0007165,periventricular heterotopia,,1.0,"ANKRD11,KBG SYNDROME"
429,HP:0007957,corneal opacity,,1.0,"ANKRD11,KBG SYNDROME"
430,HP:0006315,single median maxillary incisor,,1.0,"ANKRD11,KBG SYNDROME"
431,HP:0001336,myoclonus,,1.0,"ANKRD11,KBG SYNDROME"
432,HP:0100962,shyness,,1.0,"ANKRD11,KBG SYNDROME"
433,HP:0009882,short distal phalanx of finger,,1.0,"ANKRD11,KBG SYNDROME"
434,HP:0010290,short hard palate,,1.0,"ANKRD11,KBG SYNDROME"
435,HP:0010535,sleep apnea,,1.0,"ANKRD11,KBG SYNDROME"
436,HP:0010562,keloids,,1.0,"ANKRD11,KBG SYNDROME"
437,HP:0010865,oppositional defiant disorder,,1.0,"ANKRD11,KBG SYNDROME"
438,HP:0011706,second degree atrioventricular block,,1.0,"ANKRD11,KBG SYNDROME"
439,HP:0100022,abnormality of movement,,1.0,"ANKRD11,KBG SYNDROME"
440,HP:0000070,ureterocele,,1.0,"ANKRD11,KBG SYNDROME"
441,HP:0008404,nail dystrophy,,1.0,"ANKRD11,KBG SYNDROME"
442,HP:0000077,abnormality of the kidney,,1.0,"ANKRD11,KBG SYNDROME"
443,HP:0000300,oval face,,1.0,"ANKRD11,KBG SYNDROME"
444,HP:0000110,renal dysplasia,,1.0,"ANKRD11,KBG SYNDROME"
445,HP:0000505,visual impairment,,1.0,"ANKRD11,KBG SYNDROME"
446,HP:0000668,hypodontia,,1.0,"ANKRD11,KBG SYNDROME"
447,HP:0000819,diabetes mellitus,,1.0,"ANKRD11,KBG SYNDROME"
448,HP:0004324,increased body weight,,1.0,"ANKRD11,KBG SYNDROME"
449,HP:0008453,congenital kyphoscoliosis,,1.0,"ANKRD11,KBG SYNDROME"
450,HP:0008479,hypoplastic vertebral bodies,,1.0,"ANKRD11,KBG SYNDROME"
451,HP:0008064,ichthyosis,,1.0,"ANKRD11,KBG SYNDROME"
452,HP:0002236,frontal upsweep of hair,,1.0,"ANKRD11,KBG SYNDROME"
453,HP:0001373,joint dislocation,,1.0,"ANKRD11,KBG SYNDROME"
454,HP:0001548,overgrowth,,1.0,"ANKRD11,KBG SYNDROME"
455,HP:0001558,decreased fetal movement,,1.0,"ANKRD11,KBG SYNDROME"
456,HP:0001944,dehydration,,1.0,"ANKRD11,KBG SYNDROME"
457,HP:0002014,diarrhea,,1.0,"ANKRD11,KBG SYNDROME"
458,HP:0002167,neurological speech impairment,,1.0,"ANKRD11,KBG SYNDROME"
459,HP:0002219,facial hypertrichosis,,1.0,"ANKRD11,KBG SYNDROME"
460,HP:0002942,thoracic kyphosis,,1.0,"ANKRD11,KBG SYNDROME"
461,HP:0003026,short long bone,,1.0,"ANKRD11,KBG SYNDROME"
462,HP:0003085,long fibula,,1.0,"ANKRD11,KBG SYNDROME"
463,HP:0003376,steppage gait,,1.0,"ANKRD11,KBG SYNDROME"
464,HP:0003781,excessive salivation,,1.0,"ANKRD11,KBG SYNDROME"
465,HP:0000086,ectopic kidney,,1.0,"ANKRD11,KBG SYNDROME"
466,HP:0100785,insomnia,,1.0,"ANKRD11,KBG SYNDROME"
467,HP:0000598,abnormality of the ear,,0.6666666666666666,"ANKRD11,KBG SYNDROME"
468,HP:0008572,external ear malformation,,0.6666666666666666,"ANKRD11,KBG SYNDROME"
469,HP:0001363,craniosynostosis,,0.5,"ANKRD11,KBG SYNDROME"
470,HP:0005458,premature closure of fontanelles,,0.5,"ANKRD11,KBG SYNDROME"
0,HP:0001263,global developmental delay,16.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
1,HP:0000750,delayed speech and language development,13.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
2,HP:0011343,moderate global developmental delay,13.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
3,HP:0001274,agenesis of corpus callosum,8.0,6.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
4,HP:0004322,short stature,8.0,2.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
5,HP:0000028,cryptorchidism,8.0,5.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
6,HP:0000527,long eyelashes,8.0,2.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
7,HP:0001601,laryngomalacia,7.0,6.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
8,HP:0000294,low anterior hairline,7.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
9,HP:0001357,plagiocephaly,6.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
10,HP:0011344,severe global developmental delay,6.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
11,HP:0000369,low-set ears,6.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
12,HP:0000280,coarse facial features,5.0,3.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
13,HP:0002307,drooling,5.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
14,HP:0001382,joint hypermobility,5.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
15,HP:0010055,broad hallux,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
16,HP:0002162,low posterior hairline,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
17,HP:0000218,high palate,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
18,HP:0000316,hypertelorism,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
19,HP:0000358,posteriorly rotated ears,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
20,HP:0005280,depressed nasal bridge,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
21,HP:0000179,thick lower lip vermilion,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
22,HP:0001344,absent speech,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
23,HP:0002020,gastroesophageal reflux,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
24,HP:0000998,hypertrichosis,4.0,6.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
25,HP:0001999,abnormal facial shape,4.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
26,HP:0001256,"intellectual disability, mild",3.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
27,HP:0006863,severe expressive language delay,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
28,HP:0000494,downslanted palpebral fissures,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
29,HP:0000215,thick upper lip vermilion,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
30,HP:0000154,wide mouth,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
31,HP:0002021,pyloric stenosis,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
32,HP:0011304,broad thumb,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
33,HP:0011003,high myopia,3.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
34,HP:0001270,motor delay,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
35,HP:0002209,sparse scalp hair,3.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
36,HP:0001338,partial agenesis of the corpus callosum,3.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
37,HP:0000729,autistic behavior,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
38,HP:0000717,autism,3.0,2.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
39,HP:0001212,prominent fingertip pads,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
40,HP:0001763,pes planus,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
41,HP:0004554,generalized hypertrichosis,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
42,HP:0000767,pectus excavatum,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
43,HP:0000286,epicanthus,3.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
44,HP:0000343,long philtrum,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
45,HP:0000368,"low-set, posteriorly rotated ears",2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
46,HP:0000445,wide nose,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
47,HP:0002230,generalized hirsutism,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
48,HP:0011342,mild global developmental delay,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
49,HP:0002943,thoracic scoliosis,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
50,HP:0002761,generalized joint laxity,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
51,HP:0001511,intrauterine growth retardation,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
52,HP:0002553,highly arched eyebrow,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
53,HP:0001518,small for gestational age,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
54,HP:0002944,thoracolumbar scoliosis,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
55,HP:0100023,recurrent hand flapping,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
56,HP:0002121,absence seizure,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
57,HP:0008527,congenital sensorineural hearing impairment,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
58,HP:0000718,aggressive behavior,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
59,HP:0002373,febrile seizures,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
60,HP:0002719,recurrent infections,2.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
61,HP:0001852,sandal gap,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
62,HP:0007370,aplasia/hypoplasia of the corpus callosum,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
63,HP:0000486,strabismus,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
64,HP:0000219,thin upper lip vermilion,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
65,HP:0006610,wide intermamillary distance,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
66,HP:0000347,micrognathia,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
67,HP:0001252,muscular hypotonia,2.0,2.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
68,HP:0002194,delayed gross motor development,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
69,HP:0000463,anteverted nares,2.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
70,HP:0010862,delayed fine motor development,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
71,HP:0002019,constipation,2.0,4.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
72,HP:0004209,clinodactyly of the 5th finger,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
73,HP:0011470,nasogastric tube feeding in infancy,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
74,HP:0001531,failure to thrive in infancy,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
75,HP:0009889,localized hirsutism,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
76,HP:0001290,generalized hypotonia,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
77,HP:0011398,central hypotonia,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
78,HP:0001631,atrial septal defect,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
79,HP:0001319,neonatal hypotonia,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
80,HP:0000964,eczema,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
81,HP:0000639,nystagmus,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
82,HP:0000684,delayed eruption of teeth,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
83,HP:0001388,joint laxity,2.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
84,HP:0000588,optic nerve coloboma,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
85,HP:0004780,elbow hypertrichosis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
86,HP:0000975,hyperhidrosis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
87,HP:0009088,speech articulation difficulties,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
88,HP:0010535,sleep apnea,1.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
89,HP:0011425,fetal ultrasound soft marker,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
90,HP:0002217,slow-growing hair,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
91,HP:0001010,hypopigmentation of the skin,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
92,HP:0001627,abnormal heart morphology,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
93,HP:0004370,abnormality of temperature regulation,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
94,HP:0000771,gynecomastia,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
95,HP:0100876,infra-orbital crease,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
96,HP:0001320,cerebellar vermis hypoplasia,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
97,HP:0007033,cerebellar dysplasia,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
98,HP:0007328,impaired pain sensation,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
99,HP:0005988,congenital muscular torticollis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
100,HP:0010536,central sleep apnea,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
101,HP:0011345,moderate expressive language delay,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
102,HP:0007099,arnold-chiari type i malformation,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
103,HP:0002474,expressive language delay,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
104,HP:0002779,tracheomalacia,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
105,HP:0003272,abnormality of the hip bone,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
106,HP:0002558,supernumerary nipple,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
107,HP:0000685,hypoplasia of teeth,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
108,HP:0001169,broad palm,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
109,HP:0001956,truncal obesity,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
110,HP:0001951,episodic ammonia intoxication,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
111,HP:0002783,recurrent lower respiratory tract infections,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
112,HP:0006482,abnormality of dental morphology,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
113,HP:0006149,increased laxity of fingers,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
114,HP:0001847,long hallux,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
115,HP:0002300,mutism,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
116,HP:0004592,thoracic platyspondyly,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
117,HP:0001612,weak cry,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
118,HP:0001595,abnormal hair morphology,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
119,HP:0010314,premature thelarche,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
120,HP:0011474,childhood onset sensorineural hearing impairment,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
121,HP:0002518,abnormality of the periventricular white matter,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
122,HP:0005288,abnormality of the nares,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
123,HP:0200005,abnormal shape of the palpebral fissure,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
124,HP:0100790,hernia,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
125,HP:0011351,moderate receptive language delay,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
126,HP:0000421,epistaxis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
127,HP:0002982,tibial bowing,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
128,HP:0000915,pectus excavatum of inferior sternum,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
129,HP:0005681,juvenile rheumatoid arthritis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
130,HP:0007665,curly eyelashes,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
131,HP:0100258,preaxial polydactyly,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
132,HP:0011427,enlarged fetal cisterna magna,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
133,HP:0011145,symptomatic seizures,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
134,HP:0000046,scrotal hypoplasia,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
135,HP:0000487,,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
136,HP:0000457,depressed nasal ridge,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
137,HP:0011888,bleeding requiring red cell transfusion,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
138,HP:0010946,dilatation of the renal pelvis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
139,HP:0000242,parietal bossing,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
140,HP:0010763,low insertion of columella,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
141,HP:0002751,kyphoscoliosis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
142,HP:0000153,abnormality of the mouth,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
143,HP:0007859,congenital horizontal nystagmus,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
144,HP:0010576,intracranial cystic lesion,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
145,HP:0001273,abnormal corpus callosum morphology,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
146,HP:0000995,melanocytic nevus,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
147,HP:0007074,thick corpus callosum,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
148,HP:0000189,narrow palate,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
149,HP:0006989,dysplastic corpus callosum,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
150,HP:0000953,hyperpigmentation of the skin,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
151,HP:0001048,cavernous hemangioma,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
152,HP:0010692,2-5 finger syndactyly,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
153,HP:0002057,prominent glabella,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
154,HP:0001215,camptodactyly of 2nd-5th fingers,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
155,HP:0002591,polyphagia,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
156,HP:0001798,anonychia,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
157,HP:0004532,sacral hypertrichosis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
158,HP:0002034,abnormality of the rectum,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
159,HP:0011914,thoracic hypertrichosis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
160,HP:0002002,deep philtrum,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
161,HP:0001822,hallux valgus,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
162,HP:0004755,supraventricular tachycardia,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
163,HP:0001773,short foot,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
164,HP:0002069,generalized tonic-clonic seizures,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
165,HP:0007970,congenital ptosis,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
166,HP:0009909,uplifted earlobe,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
167,HP:0001328,specific learning disability,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
168,HP:0002007,frontal bossing,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
169,HP:0000248,brachycephaly,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
170,HP:0003196,short nose,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
171,HP:0000708,behavioral abnormality,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
172,HP:0006335,persistence of primary teeth,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
173,HP:0000752,hyperactivity,1.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
174,HP:0001545,anteriorly placed anus,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
175,HP:0001869,deep plantar creases,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
176,HP:0002236,frontal upsweep of hair,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
177,HP:0000378,cupped ear,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
178,HP:0002566,intestinal malrotation,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
179,HP:0000637,long palpebral fissure,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
180,HP:0010864,"intellectual disability, severe",1.0,1.0,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
181,HP:0000612,iris coloboma,1.0,,"ARID1B,MENTAL RETARDATION, AUTOSOMAL DOMINANT 12"
